CoastPN,Item,Level,Name,Class,PerUnit,Unit,PartDwg,Rev,ManFSCM
534,4,3,COIL CARRIER,,1,EA,1/32 G10 CLEAR," 3.50""x1.50""""",NC
65000,9,3,"LEAD, INSULATED",003Q,1,EA,"M22759/33-28-9 PER MIL-W-22759, CUT 3"",-""",,
65003,8,4,"WIRE, INSULATED LEAD",003E,1,EA,"#26 AWG TEFLON per MIL-W-16878, CUT 6"",-""",,
65018-2,8,4,"WIRE, INSULATED LEAD",003E,1,EA,"#28 AWG, TYPE E, PER MIL-W-16878, CUT 6"",-""",,
65018-2,9,4,"WIRE, INSULATED LEAD",003E,1,A/R,"#20 AWG, TYPE E, PER MIL-W-16878, CUT 6"",-""",,
65018-3,8,4,"WIRE, INSULATED LEAD",003E,1,EA,"#28 AWG, TYPE E, PER MIL-W-16878, CUT 6"",-""",,
65018-3,9,4,"WIRE, INSULATED LEAD",003E,1,A/R,"#26 AWG, TYPE E, PER MIL-W-16878, CUT 6"",-""",,
65019,6,4,"WIRE, INSULATED LEAD",003E,1,EA,"#28 AWG, TYPE E, PER MIL-16878, CUT 6"",-""",,
65019-1A,6,4,"WIRE, INSULATED LEAD",003E,1,EA,"#28 AWG, TYPE E, PER MIL-16878, CUT 6"",-""",,
65024-2A,6,4,"WIRE, INSULATED LEAD",003E,1,EA,"#28 AWG TEFLON per MIL-W-16878, CUT 6"",-""",,
6956-1,6,3,HORIZONTAL FRAME,019B,1,EA,"1/4 x 1/4 STYLE A"""," 0.125 HOLES""",-
7536,11,3,"SHRINK SLEEVING (1)""",,1,EA,1/4ID,"CLASS 1 PER""",/
80066,6,3,SCREW,,2,EA,6-32 x 5/8 BRASS," CAD PLATED TYPE I""",-
80109,6,3,LEADS,,6,EA,"#20 AWG NICKEL, TIN-LEAD PLATED, CUT 2"",-""",,
80138,10,3,SCREW,,4,EA,4-40x3/8 UNC-2B FILISTER HEAD," S.S.""",-
80155-2,8,3,COENETIC SHIELDING,,1,EA,.004 thk.," 1"" x 6""""",
80292,3,3,CORE,,1,EA,OD=1.875," ID=1.000"""," HT=.500"""
80295,3,3,CORE,,1,EA,OD=1.875," ID=1.000"""," HT=.500"""
80809,9,1,SCREW,,2,EA,8-32 x 1 3/8 PHIL PAN HD STL," CAD OR ZN""",
80821,15,3,CABLE TIES,,12,EA,Size: 8.5," Bundle Dia: 1/16"" - 2""""",-
80839,7,3,INSERT,,1,EA,"CB440-8 x 5/32"",-""",21698,
80839,8,3,"WIRE, TC (#24AWG)",,4,EA,"LW0.020C-32-N PER MIL-STD-1276D, CUT 3"",-""",,
80840,7,3,INSERT,,1,EA,"CB440-8 x 5/32"",-""",21698,
80840,8,3,"WIRE, TC (#24AWG)",,4,EA,"LW0.020C-32-N PER MIL-STD-1276D, CUT 3"",-""",,
80841,7,3,INSERT,,1,EA,"CB440-8 x 5/32"",-""",21698,
80841,8,3,"WIRE, TC (#24AWG)",,4,EA,"LW0.020C-32-N PER MIL-STD-1276D, CUT 3"",-""",,
80853,20,4,"PINS, TERMINAL",,2,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
80853,21,4,INSERT,,1,EA,"CB632-8, 3/16 OD (Thin Wall)"," D=0.030""",NC
80874-2,3,3,CRH STYLE,,1,EA,OD = 0.85," ID = 0.55"""," SW = 0.250"""""
80874-7,3,3,CRH STYLE,,1,EA,OD = 0.85," ID = 0.55"""," SW = 0.250"""""
80874-8,3,3,CRH STYLE,,1,EA,OD = 0.85," ID = 0.55"""," SW = 0.250"""""
80875-4,3,3,CRH STYLE,,1,EA,OD = 1.06," ID = 0.58"""," SW = 0.375"""""
80875-5,3,3,CRH STYLE,,1,EA,OD = 1.06," ID = 0.58"""," SW = 0.375"""""
80876,3,3,CRH STYLE,,1,EA,OD = 0.65," ID = 0.40"""," SW = 0.187"""""
80876,6,3,LEAD,,2,EA,"#14 AWG SOLDER PLATED BRASS WIRE CUT 1"",-""",39428,
80877,20,4,LEAD,003Q,2,EA,"#18 AWG, per MIL-W-22759/11 or /22, 26"",-""",,
80880,5,3,TUBING,006A,1,EA,.125 ID," .020"" THK."," 1.00"" LG."
80885,9,3,BOLT,,4,EA,1/4-20 x 4.5 HEX HEAD TAP," GRADE 5""",-
80885,10,3,NUT,,4,EA,"1/4-20 HEX, 7/32 Thk."," ZINC PLATED""",-
80885,11,3,"WASHER, NYLON",,16,EA,"1/4 x 1/2 OD x 1/16"" Thk."," NATURAL""",-
80885,14,3,"FLAT WASHER, STEEL",,4,EA,"1/4 x 1/2 OD x .062"" Thk."," ZINC PLATED""",
80885,16,3,"SCREW, STEEL",,4,EA,6-32 x 7/16, RD HD SLOTTED," ZINC PLATED"""
80917,20,4,"PINS, TERMINAL",,10,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
80918-1,24,4,FIBERMAT,,1,A/R,"TYPE 2540, �"",-""",75037,
80918-2,24,3,FIBERMAT,,1,A/R,"TYPE 2540, �"",-""",75037,
80919-1,24,4,FIBERMAT,,1,A/R,"TYPE 2540, �"",-""",75037,
80919-2,24,4,FIBERMAT,,1,A/R,"TYPE 2540, �"",-""",75037,
80957,24,4,"PINS, TERMINAL",,14,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
80958,20,4,"PINS, TERMINAL",,10,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
80959,7,2,INSERT,,1,EA,"CBL632-6, 3/16 OD"," D=0.030""""",-
80960,18,4,INSERT,,1,EA,"CBL632-6, 3/16 OD"," D=0.030""""",-
80985-1,8,4,"WIRE, INSULATED LEAD",003E,1,EA,"#26 AWG TEFLON per MIL-W-16878, CUT 6"",-""",,
80985-2,8,4,"WIRE, INSULATED LEAD",003E,1,EA,"#26 AWG TEFLON per MIL-W-16878, CUT 6"",-""",,
80985-4,8,4,"WIRE, INSULATED LEAD",003E,1,EA,"#26 AWG TEFLON per MIL-W-16878, CUT 3"",-""",,
80985-5,8,4,"WIRE, INSULATED LEAD",003E,1,EA,"#26 AWG TEFLON per MIL-W-16878, CUT 6"",-""",,
80990,14,4,"WIRE, INSULATED LEAD",003Q,9,EA,"M22759/33-28-9 PER MIL-W-22759, CUT 4"",-""",,
80995,8,4,"PINS, TERMINAL",,2,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
80995-3,8,3,"PINS, TERMINAL",,2,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
81004-1A,20,4,INSERT,,4,EA,"CB632-6, D dim = .030"",-""",21698,
81005-1A,20,4,INSERT,,4,EA,"CB632-6, D dim = .030"",-""",21698,
81026,16,0,LEAD MATL.,,10,EA,"LW0.040N-32-N PER MIL-STD-1276 CUT 5.0"","",""",,
81057,9,4,INSERT,,1,EA,"CB440-8, 5/32"",-""",21698,
81057,14,4,"PINS, TERMINAL",,10,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
81073,14,4,"WIRE, INSULATED LEAD",003Q,12,EA,"M22759/33-28-9 PER MIL-W-22759, CUT 4"",-""",,
81078,17,4,TERIMAL LEAD,,8,EA,"LW0.025N-32-N per MIL-STD-1276, CUT 3"",-""",,
81079,17,4,TERIMAL LEAD,,11,EA,"LW0.032N-32-N per MIL-STD-1276, CUT 3"",-""",,
81215,24,4,"PINS, TERMINAL",,19,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
81241,11,1,"6-32 3/16"","",4.0000,EA""",MS51957-25  PHILLIPS,,S0002,,,
8535,8,3,"SCREW, R.H.",,2,EA,#4-40 x 1.125," CAD PLATED""",-
8647,4,3,COIL FORM,006A,1,EA,".484 x .625"" x 1.17"" LG."," .020"" EG""",-
9787,5,1,LEAD WIRES,,3,EA,"#26 TEF TYPEE"" YEL", GRN," BLUE."""
9792,5,3,BRACKET,,1,EA,"3/16 x 3/16, Horiz., STYLE A"""," CAD PLD""",-
9967,4,3,COIL FORM,,1,EA,".203 ID x .281"" ID x .020 THK."," G10 CLR""",-
SCMS408s,1,2,COMMON MODE INDUCTOR,,1,EA,SCMS408S,NC,22558
SCMS408s,2,2,COIL\CORE DETAIL,,1,EA,SCMS408-10,NC,22558
SCMS408s,3,2,CORE,,1,EA,YJ-41003-TC,-,8057
SCMS408s,4,2,MAGNET WIRE,,1,A/R,"#30AWG, NEMA MW-35-C, HEAVY INSULATION",-,
SCMS408s,5,2,ADHESIVE,,1,A/R,EE4186/HD3561 (PART A&B),-,12405
SCMS408s,6,2,LEAD FRAME,,1,EA,9304,-,
SCMS408s,7,2,IMPREGNATION COMPOUND,,1,A/R,DC-571,-,
SCMS408s,8,2,SOLDER Sn63,,1,A/R,Sn63Pb37-ROL1 PER J-STD-006,-,
SCMS408s,9,2,MOLDING COMPOUND,,1,A/R,MG33-0690,-,
SCMS408s,10,2,"INK, MARKING, WHITE",,1,A/R,"M-9-N, B-3",-,12405
